name,year,selling_price,km_driven,owner,mileage,engine,max_power,seats,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,car_age,model,km_per_year,usage_intensity,specific_power,age_km_interaction,mileage_power_interaction,brand_Ford,brand_Honda,brand_Hyundai,brand_Maruti,brand_Nissan,brand_Other,brand_Renault,brand_Tata,brand_Toyota,brand_Volkswagen
Chevrolet Spark 1.0,2010,80000,80000,2,18.0,995.0,62.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,15,Spark,5333.333333333333,2,0.062311557788944726,1200000,1116.0,0,0,0,0,0,0,0,0,0,0
Hyundai Xcent 1.1 CRDi S,2016,380000,80000,2,24.4,1120.0,71.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,9,Xcent,8888.888888888889,2,0.06339285714285714,720000,1732.3999999999999,0,0,1,0,0,0,0,0,0,0
Maruti Alto 800 LXI Anniversary Edition,2014,240000,50000,1,22.74,796.0,47.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,Alto,4545.454545454545,1,0.059422110552763814,550000,1075.6019999999999,0,0,0,1,0,0,0,0,0,0
Maruti Swift VDI,2011,325000,70000,1,22.9,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,14,Swift,5000.0,1,0.05929487179487179,980000,1694.6,0,0,0,1,0,0,0,0,0,0
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,950000,80000,1,23.0,1498.0,98.96,5.0,1.0,0.0,0.0,1.0,0.0,1.0,7,EcoSport,11428.57142857143,2,0.06606141522029373,560000,2276.08,1,0,0,0,0,0,0,0,0,0
Maruti Swift VDI,2013,300000,120000,4,22.9,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,12,Swift,10000.0,2,0.05929487179487179,1440000,1694.6,0,0,0,1,0,0,0,0,0,0
Mahindra KUV 100 mFALCON G80 K8 5str AW,2017,530000,59000,1,18.15,1198.0,82.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,KUV,7375.0,2,0.06844741235392321,472000,1488.3,0,0,0,0,0,1,0,0,0,0
Renault KWID RXT,2016,240000,45000,2,25.17,799.0,53.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,KWID,5000.0,1,0.06670838548185232,405000,1341.561,0,0,0,0,0,0,1,0,0,0
Maruti Swift Dzire VDi,2010,220000,80000,4,19.3,1248.0,73.9,5.0,1.0,0.0,0.0,1.0,0.0,1.0,15,Swift,5333.333333333333,2,0.059214743589743594,1200000,1426.2700000000002,0,0,0,1,0,0,0,0,0,0
Maruti Wagon R LXI Minor,2008,110000,80000,4,18.9,1061.0,67.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,17,Wagon,4705.882352941177,1,0.06314797360980208,1360000,1266.3,0,0,0,1,0,0,0,0,0,0
Maruti Vitara Brezza ZDi Plus,2016,850000,100000,1,24.3,1248.0,88.5,5.0,1.0,0.0,0.0,1.0,0.0,1.0,9,Vitara,11111.111111111111,2,0.07091346153846154,900000,2150.55,0,0,0,1,0,0,0,0,0,0
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,950000,25000,1,25.1,1248.0,88.5,5.0,1.0,0.0,0.0,1.0,0.0,1.0,7,S-Cross,3571.4285714285716,1,0.07091346153846154,175000,2221.35,0,0,0,1,0,0,0,0,0,0
Hyundai EON Magna Plus,2013,200000,68697,3,21.1,814.0,55.2,5.0,0.0,0.0,1.0,1.0,0.0,1.0,12,EON,5724.75,2,0.06781326781326781,824364,1164.72,0,0,1,0,0,0,0,0,0,0
Maruti Swift VDI Optional,2017,660000,30000,1,25.2,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Swift,3750.0,1,0.05929487179487179,240000,1864.8,0,0,0,1,0,0,0,0,0,0
Honda Amaze VX i-DTEC,2013,420000,40000,2,25.8,1498.0,98.6,5.0,1.0,0.0,0.0,1.0,0.0,1.0,12,Amaze,3333.3333333333335,1,0.06582109479305741,480000,2543.88,0,1,0,0,0,0,0,0,0,0
Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2010,150000,29000,1,16.5,1172.0,65.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,15,Indica,1933.3333333333333,1,0.05546075085324232,435000,1072.5,0,0,0,0,0,0,0,1,0,0
Chevrolet Beat Diesel LS,2013,175000,68000,2,25.44,936.0,57.6,5.0,1.0,0.0,0.0,1.0,0.0,1.0,12,Beat,5666.666666666667,2,0.06153846153846154,816000,1465.344,0,0,0,0,0,0,0,0,0,0
Honda Amaze S CVT i-VTEC,2018,750000,15000,1,18.1,1199.0,88.7,5.0,0.0,0.0,1.0,1.0,0.0,0.0,7,Amaze,2142.8571428571427,1,0.07397831526271893,105000,1605.4700000000003,0,1,0,0,0,0,0,0,0,0
Maruti Ritz VDi,2014,425000,70000,1,23.2,1248.0,73.94,5.0,1.0,0.0,0.0,1.0,0.0,1.0,11,Ritz,6363.636363636364,2,0.05924679487179487,770000,1715.408,0,0,0,1,0,0,0,0,0,0
Toyota Corolla Altis D-4D G,2015,790000,126000,3,21.43,1364.0,87.2,5.0,1.0,0.0,0.0,1.0,0.0,1.0,10,Corolla,12600.0,2,0.06392961876832845,1260000,1868.6960000000001,0,0,0,0,0,0,0,0,1,0
Toyota Corolla Altis D-4D J,2015,780000,129000,3,21.43,1364.0,87.2,5.0,1.0,0.0,0.0,1.0,0.0,1.0,10,Corolla,12900.0,2,0.06392961876832845,1290000,1868.6960000000001,0,0,0,0,0,0,0,0,1,0
Hyundai i10 Magna 1.1L,2010,180000,55000,2,19.81,1086.0,68.05,5.0,0.0,0.0,1.0,1.0,0.0,1.0,15,i10,3666.6666666666665,1,0.06266114180478821,825000,1348.0704999999998,0,0,1,0,0,0,0,0,0,0
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2019,869999,40000,1,23.0,1498.0,98.96,5.0,1.0,0.0,0.0,1.0,0.0,1.0,6,EcoSport,6666.666666666667,2,0.06606141522029373,240000,2276.08,1,0,0,0,0,0,0,0,0,0
Tata Manza Aura (ABS) Quadrajet BS IV,2011,275000,50000,1,21.12,1248.0,88.8,5.0,1.0,0.0,0.0,1.0,0.0,1.0,14,Manza,3571.4285714285716,1,0.07115384615384615,700000,1875.4560000000001,0,0,0,0,0,0,0,1,0,0
Hyundai i20 1.2 Asta Option,2017,630000,25000,2,18.6,1197.0,81.83,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,i20,3125.0,1,0.06836257309941521,200000,1522.038,0,0,1,0,0,0,0,0,0,0
Maruti Alto 800 LXI,2016,315000,25000,1,22.74,796.0,47.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,Alto,2777.777777777778,1,0.059422110552763814,225000,1075.6019999999999,0,0,0,1,0,0,0,0,0,0
Tata Indigo CR4,2011,189000,70000,2,23.57,1396.0,70.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,14,Indigo,5000.0,1,0.050143266475644696,980000,1649.9,0,0,0,0,0,0,0,1,0,0
Maruti Swift Dzire VDI,2014,580000,120000,1,23.4,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,11,Swift,10909.09090909091,2,0.05929487179487179,1320000,1731.6,0,0,0,1,0,0,0,0,0,0
Fiat Punto 1.3 Emotion,2009,150000,153000,2,19.5,1248.0,81.83,5.0,1.0,0.0,0.0,1.0,0.0,1.0,16,Punto,9562.5,2,0.06556891025641025,2448000,1595.685,0,0,0,0,0,1,0,0,0,0
Maruti Vitara Brezza VDi,2018,825000,35000,1,24.3,1248.0,88.5,5.0,1.0,0.0,0.0,1.0,0.0,1.0,7,Vitara,5000.0,1,0.07091346153846154,245000,2150.55,0,0,0,1,0,0,0,0,0,0
Honda City 1.3 EXI,2004,50000,62000,2,13.0,1343.0,90.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,21,City,2952.3809523809523,1,0.06701414743112435,1302000,1170.0,0,1,0,0,0,0,0,0,0,0
Skoda Fabia 1.2 MPI Ambition,2011,200000,120000,2,16.25,1198.0,73.9,5.0,0.0,0.0,1.0,1.0,0.0,1.0,14,Fabia,8571.42857142857,2,0.06168614357262104,1680000,1200.875,0,0,0,0,0,1,0,0,0,0
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,680000,80000,1,22.54,1396.0,88.73,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,i20,10000.0,2,0.06356017191977077,640000,1999.9742,0,0,1,0,0,0,0,0,0,0
Hyundai i20 1.4 Sportz,2017,670000,80000,1,22.54,1396.0,88.73,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,i20,10000.0,2,0.06356017191977077,640000,1999.9742,0,0,1,0,0,0,0,0,0,0
Maruti Alto K10 2010-2014 VXI,2010,240000,80000,2,20.92,998.0,67.1,5.0,0.0,0.0,1.0,1.0,0.0,1.0,15,Alto,5333.333333333333,2,0.06723446893787574,1200000,1403.732,0,0,0,1,0,0,0,0,0,0
Skoda Rapid 1.6 TDI Ambition Plus,2013,455000,98000,1,20.5,1598.0,103.5,5.0,1.0,0.0,0.0,1.0,0.0,1.0,12,Rapid,8166.666666666667,2,0.06476846057571965,1176000,2121.75,0,0,0,0,0,1,0,0,0,0
Maruti Swift Dzire VDI,2018,750000,25000,1,28.4,1248.0,74.02,5.0,1.0,0.0,0.0,1.0,0.0,1.0,7,Swift,3571.4285714285716,1,0.05931089743589743,175000,2102.1679999999997,0,0,0,1,0,0,0,0,0,0
Maruti Swift Dzire AMT ZDI,2016,700000,90000,1,26.59,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,9,Swift,10000.0,2,0.05929487179487179,810000,1967.66,0,0,0,1,0,0,0,0,0,0
Tata Indica V2 eLX,2014,160000,120000,1,25.0,1396.0,69.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,11,Indica,10909.09090909091,2,0.0494269340974212,1320000,1725.0,0,0,0,0,0,0,0,1,0,0
Chevrolet Sail Hatchback Diesel,2013,225000,100000,2,22.1,1248.0,76.9,5.0,1.0,0.0,0.0,1.0,0.0,1.0,12,Sail,8333.333333333334,2,0.06161858974358975,1200000,1699.4900000000002,0,0,0,0,0,0,0,0,0,0
Tata Indigo CS LX (TDI) BS III,2008,140000,120000,2,19.09,1396.0,69.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,17,Indigo,7058.823529411765,2,0.0494269340974212,2040000,1317.21,0,0,0,0,0,0,0,1,0,0
Maruti Swift Dzire VDI,2014,600000,70000,2,23.4,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,11,Swift,6363.636363636364,2,0.05929487179487179,770000,1731.6,0,0,0,1,0,0,0,0,0,0
Chevrolet Spark 1.0 LS,2008,65000,100000,3,18.0,995.0,62.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,17,Spark,5882.35294117647,2,0.062311557788944726,1700000,1116.0,0,0,0,0,0,0,0,0,0,0
Maruti Ignis 1.2 Delta BSIV,2019,500000,10000,1,20.89,1197.0,81.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,6,Ignis,1666.6666666666667,1,0.0683375104427736,60000,1708.802,0,0,0,1,0,0,0,0,0,0
Skoda Fabia 1.2 MPI Ambition Plus,2012,320000,55885,1,16.25,1198.0,75.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,13,Fabia,4298.846153846154,1,0.06260434056761269,726505,1218.75,0,0,0,0,0,1,0,0,0,0
Ford Ecosport 1.5 Diesel Titanium,2019,950000,16034,1,21.7,1498.0,98.96,5.0,1.0,0.0,0.0,0.0,0.0,1.0,6,Ecosport,2672.3333333333335,1,0.06606141522029373,96204,2147.432,1,0,0,0,0,0,0,0,0,0
Ford Figo Diesel EXI,2012,250000,156040,1,20.0,1399.0,68.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,13,Figo,12003.076923076924,2,0.04860614724803431,2028520,1360.0,1,0,0,0,0,0,0,0,0,0
Maruti Baleno Delta 1.3,2017,600000,20000,1,27.39,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Baleno,2500.0,1,0.05929487179487179,160000,2026.8600000000001,0,0,0,1,0,0,0,0,0,0
Maruti Swift VVT VXI,2017,509999,46000,1,22.0,1197.0,81.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Swift,5750.0,2,0.0683375104427736,368000,1799.6,0,0,0,1,0,0,0,0,0,0
Skoda Rapid 1.6 MPI Active BSIV,2016,395000,50000,3,15.41,1598.0,103.2,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,Rapid,5555.555555555556,2,0.06458072590738423,450000,1590.3120000000001,0,0,0,0,0,1,0,0,0,0
Maruti Wagon R VXI,2018,469000,5000,1,21.79,998.0,67.05,5.0,0.0,0.0,1.0,1.0,0.0,1.0,7,Wagon,714.2857142857143,1,0.06718436873747495,35000,1461.0194999999999,0,0,0,1,0,0,0,0,0,0
Maruti Alto 800 LX Optional,2017,250000,42000,1,24.7,796.0,47.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Alto,5250.0,2,0.059422110552763814,336000,1168.31,0,0,0,1,0,0,0,0,0,0
Chevrolet Spark 1.0 LT,2011,130000,68519,1,16.2,995.0,62.1,5.0,0.0,0.0,1.0,0.0,0.0,1.0,14,Spark,4894.214285714285,1,0.06241206030150754,959266,1006.02,0,0,0,0,0,0,0,0,0,0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,906000,30000,1,23.0,1498.0,98.96,5.0,1.0,0.0,0.0,1.0,0.0,1.0,6,EcoSport,5000.0,1,0.06606141522029373,180000,2276.08,1,0,0,0,0,0,0,0,0,0
Ford Figo Diesel ZXI,2011,160000,85000,1,20.0,1399.0,68.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,14,Figo,6071.428571428572,2,0.04860614724803431,1190000,1360.0,1,0,0,0,0,0,0,0,0,0
Maruti Swift Dzire VXi,2012,300000,88000,1,17.5,1298.0,85.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,13,Swift,6769.2307692307695,2,0.06610169491525424,1144000,1501.5,0,0,0,1,0,0,0,0,0,0
Maruti 800 Uniq,2010,60000,100000,4,14.0,796.0,37.5,5.0,0.0,0.0,1.0,1.0,0.0,1.0,15,800,6666.666666666667,2,0.0471105527638191,1500000,525.0,0,0,0,1,0,0,0,0,0,0
Maruti Swift Dzire VXI,2014,400000,100000,2,19.1,1197.0,85.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,Swift,9090.90909090909,2,0.07167919799498747,1100000,1638.78,0,0,0,1,0,0,0,0,0,0
Tata Tiago XT,2018,450000,22966,1,23.84,1199.0,84.48,5.0,0.0,0.0,1.0,0.0,0.0,1.0,7,Tiago,3280.8571428571427,1,0.07045871559633028,160762,2014.0032,0,0,0,0,0,0,0,1,0,0
Maruti Swift VDI,2012,325000,80000,2,22.9,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,13,Swift,6153.846153846154,2,0.05929487179487179,1040000,1694.6,0,0,0,1,0,0,0,0,0,0
Maruti Alto LXi,2008,150000,70000,2,19.7,796.0,46.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,17,Alto,4117.64705882353,1,0.05816582914572864,1190000,912.1099999999999,0,0,0,1,0,0,0,0,0,0
Hyundai EON Era Plus,2014,250000,2350,1,21.1,814.0,55.2,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,EON,213.63636363636363,1,0.06781326781326781,25850,1164.72,0,0,1,0,0,0,0,0,0,0
Maruti Alto LXi,2011,175000,50000,1,19.7,796.0,46.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,14,Alto,3571.4285714285716,1,0.05816582914572864,700000,912.1099999999999,0,0,0,1,0,0,0,0,0,0
Maruti Alto LXi,2010,175000,58000,1,19.7,796.0,46.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,15,Alto,3866.6666666666665,1,0.05816582914572864,870000,912.1099999999999,0,0,0,1,0,0,0,0,0,0
Honda City 2017-2020 VTEC,2006,150000,80000,2,16.9,1497.0,100.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,19,City,4210.526315789473,1,0.06680026720106881,1520000,1689.9999999999998,0,1,0,0,0,0,0,0,0,0
Hyundai Elite i20 Asta Option BSIV,2019,800000,35000,1,18.6,1197.0,81.86,5.0,0.0,0.0,1.0,1.0,0.0,1.0,6,Elite,5833.333333333333,2,0.0683876357560568,210000,1522.596,0,0,1,0,0,0,0,0,0,0
Maruti Alto LX,2012,160000,110000,1,19.7,796.0,46.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,13,Alto,8461.538461538461,2,0.05816582914572864,1430000,912.1099999999999,0,0,0,1,0,0,0,0,0,0
Maruti Alto LXi,2010,160000,60000,3,19.7,796.0,46.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,15,Alto,4000.0,1,0.05816582914572864,900000,912.1099999999999,0,0,0,1,0,0,0,0,0,0
Hyundai i20 Asta 1.4 CRDi,2012,400000,100000,1,21.27,1396.0,88.76,5.0,1.0,0.0,0.0,1.0,0.0,1.0,13,i20,7692.307692307692,2,0.06358166189111748,1300000,1887.9252000000001,0,0,1,0,0,0,0,0,0,0
Toyota Etios Liva GD,2013,451000,120000,1,23.59,1364.0,67.06,5.0,1.0,0.0,0.0,1.0,0.0,1.0,12,Etios,10000.0,2,0.04916422287390029,1440000,1581.9454,0,0,0,0,0,0,0,0,1,0
Tata Manza Aura (ABS) Quadrajet BS IV,2012,300000,70000,3,21.12,1248.0,88.8,5.0,1.0,0.0,0.0,1.0,0.0,1.0,13,Manza,5384.615384615385,2,0.07115384615384615,910000,1875.4560000000001,0,0,0,0,0,0,0,1,0,0
Maruti Celerio ZXI Optional,2017,421000,59500,2,23.1,998.0,67.04,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Celerio,7437.5,2,0.06717434869739479,476000,1548.6240000000003,0,0,0,1,0,0,0,0,0,0
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,950000,45000,1,24.3,1248.0,88.5,5.0,1.0,0.0,0.0,1.0,0.0,1.0,9,Vitara,5000.0,1,0.07091346153846154,405000,2150.55,0,0,0,1,0,0,0,0,0,0
Hyundai i20 1.4 CRDi Asta,2011,395000,75500,2,23.0,1396.0,90.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,14,i20,5392.857142857143,2,0.06446991404011461,1057000,2070.0,0,0,1,0,0,0,0,0,0,0
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,950000,46000,2,24.3,1248.0,88.5,5.0,1.0,0.0,0.0,1.0,0.0,1.0,9,Vitara,5111.111111111111,2,0.07091346153846154,414000,2150.55,0,0,0,1,0,0,0,0,0,0
Maruti Alto 800 LXI,2013,270000,60000,1,22.74,796.0,47.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,12,Alto,5000.0,1,0.059422110552763814,720000,1075.6019999999999,0,0,0,1,0,0,0,0,0,0
Hyundai i20 1.4 Asta (AT),2009,360000,60000,2,15.0,1396.0,100.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,16,i20,3750.0,1,0.07163323782234957,960000,1500.0,0,0,1,0,0,0,0,0,0,0
Maruti Swift Ldi BSIII,2008,235000,152500,1,17.8,1248.0,75.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,17,Swift,8970.588235294117,2,0.06009615384615385,2592500,1335.0,0,0,0,1,0,0,0,0,0,0
Honda Brio V MT,2012,376000,26000,1,19.4,1198.0,86.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,13,Brio,2000.0,1,0.07245409015025041,338000,1683.9199999999998,0,1,0,0,0,0,0,0,0,0
Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,875000,77524,1,22.7,1498.0,89.84,5.0,1.0,0.0,0.0,0.0,0.0,1.0,8,Ecosport,9690.5,2,0.05997329773030708,620192,2039.368,1,0,0,0,0,0,0,0,0,0
Hyundai i20 Sportz 1.2,2014,459999,40523,2,18.5,1197.0,82.85,5.0,0.0,0.0,1.0,0.0,0.0,1.0,11,i20,3683.909090909091,1,0.06921470342522974,445753,1532.725,0,0,1,0,0,0,0,0,0,0
Maruti Swift VDI,2018,755000,39000,1,28.4,1248.0,74.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,7,Swift,5571.428571428572,2,0.05929487179487179,273000,2101.6,0,0,0,1,0,0,0,0,0,0
Maruti Baleno Alpha Automatic,2018,800000,25000,1,21.4,1197.0,83.1,5.0,0.0,0.0,1.0,1.0,0.0,0.0,7,Baleno,3571.4285714285716,1,0.06942355889724311,175000,1778.3399999999997,0,0,0,1,0,0,0,0,0,0
Maruti Swift VDI BSIV,2015,600000,31000,2,25.2,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,10,Swift,3100.0,1,0.05929487179487179,310000,1864.8,0,0,0,1,0,0,0,0,0,0
Maruti Baleno Sigma 1.2,2017,530000,42000,1,21.4,1197.0,83.1,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Baleno,5250.0,2,0.06942355889724311,336000,1778.3399999999997,0,0,0,1,0,0,0,0,0,0
Maruti Swift Dzire VXI,2015,450000,80000,1,20.85,1197.0,83.14,5.0,0.0,0.0,1.0,1.0,0.0,1.0,10,Swift,8000.0,2,0.06945697577276524,800000,1733.469,0,0,0,1,0,0,0,0,0,0
Maruti Alto K10 2010-2014 VXI,2011,235000,60000,1,20.92,998.0,67.1,5.0,0.0,0.0,1.0,1.0,0.0,1.0,14,Alto,4285.714285714285,1,0.06723446893787574,840000,1403.732,0,0,0,1,0,0,0,0,0,0
Skoda Rapid 1.6 MPI AT Elegance,2013,395000,35000,2,14.3,1598.0,103.5,5.0,0.0,0.0,1.0,1.0,0.0,0.0,12,Rapid,2916.6666666666665,1,0.06476846057571965,420000,1480.0500000000002,0,0,0,0,0,1,0,0,0,0
Volkswagen Vento 1.5 TDI Comfortline,2015,515000,120000,2,20.34,1498.0,103.2,5.0,1.0,0.0,0.0,1.0,0.0,1.0,10,Vento,12000.0,2,0.06889185580774367,1200000,2099.088,0,0,0,0,0,0,0,0,0,1
Hyundai i10 Magna 1.1L,2009,160000,35000,3,19.81,1086.0,68.05,5.0,0.0,0.0,1.0,1.0,0.0,1.0,16,i10,2187.5,1,0.06266114180478821,560000,1348.0704999999998,0,0,1,0,0,0,0,0,0,0
Maruti Alto LX,2007,110000,120000,2,19.7,796.0,46.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,18,Alto,6666.666666666667,2,0.05816582914572864,2160000,912.1099999999999,0,0,0,1,0,0,0,0,0,0
Maruti Swift LDI BSIV,2014,360000,70000,1,25.2,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,11,Swift,6363.636363636364,2,0.05929487179487179,770000,1864.8,0,0,0,1,0,0,0,0,0,0
Maruti Swift VDI BSIV,2009,210000,110000,1,19.5,1248.0,81.83,5.0,1.0,0.0,0.0,1.0,0.0,1.0,16,Swift,6875.0,2,0.06556891025641025,1760000,1595.685,0,0,0,1,0,0,0,0,0,0
Hyundai Verna Transform SX VGT CRDi,2011,260000,90000,3,16.2,1493.0,110.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,14,Verna,6428.571428571428,2,0.07367716008037509,1260000,1782.0,0,0,1,0,0,0,0,0,0,0
Maruti Alto LXi,2007,128000,60000,2,19.7,796.0,46.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,18,Alto,3333.3333333333335,1,0.05816582914572864,1080000,912.1099999999999,0,0,0,1,0,0,0,0,0,0
Maruti Swift Dzire VDI,2019,675000,25000,1,28.4,1248.0,74.02,5.0,1.0,0.0,0.0,1.0,0.0,1.0,6,Swift,4166.666666666667,1,0.05931089743589743,150000,2102.1679999999997,0,0,0,1,0,0,0,0,0,0
Maruti SX4 Zxi BSIII,2010,300000,50000,1,15.0,1586.0,104.68,5.0,0.0,0.0,1.0,1.0,0.0,1.0,15,SX4,3333.3333333333335,1,0.06600252206809584,750000,1570.2,0,0,0,1,0,0,0,0,0,0
Hyundai Grand i10 Asta Option,2017,550000,25000,1,18.9,1197.0,82.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Grand,3125.0,1,0.06850459482038429,200000,1549.8,0,0,1,0,0,0,0,0,0,0
Maruti Alto LXi,2007,150000,80000,3,19.7,796.0,46.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,18,Alto,4444.444444444444,1,0.05816582914572864,1440000,912.1099999999999,0,0,0,1,0,0,0,0,0,0
Maruti Baleno RS 1.0 Petrol,2018,750000,15000,1,21.1,998.0,100.5,5.0,0.0,0.0,1.0,1.0,0.0,1.0,7,Baleno,2142.8571428571427,1,0.10070140280561123,105000,2120.55,0,0,0,1,0,0,0,0,0,0
Hyundai i20 Magna Optional 1.2,2012,380000,27500,1,18.5,1197.0,82.9,5.0,0.0,0.0,1.0,1.0,0.0,1.0,13,i20,2115.3846153846152,1,0.06925647451963242,357500,1533.65,0,0,1,0,0,0,0,0,0,0
Mahindra Logan Petrol 1.4 GLE,2010,200000,120000,1,15.7,1390.0,75.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,15,Logan,8000.0,2,0.0539568345323741,1800000,1177.5,0,0,0,0,0,1,0,0,0,0
Maruti Ciaz VDi Option SHVS,2016,700000,70000,1,28.09,1248.0,88.5,5.0,1.0,0.0,0.0,1.0,0.0,1.0,9,Ciaz,7777.777777777777,2,0.07091346153846154,630000,2485.965,0,0,0,1,0,0,0,0,0,0
Honda City 2017-2020 GXi,2007,210000,140000,1,17.7,1497.0,78.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,18,City,7777.777777777777,2,0.052104208416833664,2520000,1380.6,0,1,0,0,0,0,0,0,0,0
Maruti Ignis 1.2 Delta BSIV,2017,370000,40000,1,20.89,1197.0,81.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Ignis,5000.0,1,0.0683375104427736,320000,1708.802,0,0,0,1,0,0,0,0,0,0
Maruti Baleno Delta Automatic,2019,600000,20000,1,21.4,1197.0,83.1,5.0,0.0,0.0,1.0,1.0,0.0,0.0,6,Baleno,3333.3333333333335,1,0.06942355889724311,120000,1778.3399999999997,0,0,0,1,0,0,0,0,0,0
Maruti Vitara Brezza VDi,2020,810000,15000,1,24.3,1248.0,88.5,5.0,1.0,0.0,0.0,1.0,0.0,1.0,5,Vitara,3000.0,1,0.07091346153846154,75000,2150.55,0,0,0,1,0,0,0,0,0,0
Fiat Palio 1.2,2006,80000,35000,1,19.5,1248.0,81.83,5.0,0.0,0.0,1.0,1.0,0.0,1.0,19,Palio,1842.1052631578948,1,0.06556891025641025,665000,1595.685,0,0,0,0,0,1,0,0,0,0
Tata Tiago 1.2 Revotron XE,2019,346000,16000,1,23.84,1199.0,84.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,6,Tiago,2666.6666666666665,1,0.07005838198498748,96000,2002.56,0,0,0,0,0,0,0,1,0,0
Honda City 1.3 EXI,2005,55000,130000,1,13.0,1343.0,90.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,20,City,6500.0,2,0.06701414743112435,2600000,1170.0,0,1,0,0,0,0,0,0,0,0
Maruti Swift ZXI BSIII,2006,120000,44000,2,16.1,1298.0,88.2,5.0,0.0,0.0,1.0,1.0,0.0,1.0,19,Swift,2315.7894736842104,1,0.0679506933744222,836000,1420.0200000000002,0,0,0,1,0,0,0,0,0,0
Maruti Eeco 5 Seater AC BSIV,2016,330000,60000,1,15.37,1196.0,73.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,Eeco,6666.666666666667,2,0.061036789297658864,540000,1122.01,0,0,0,1,0,0,0,0,0,0
